Date,Open,High,Low,Close,Adj Close,Volume
2020-10-01,100.0,100.0,100.0,100.0,95.70216369628906,0
2020-10-02,100.0,100.0,100.0,100.0,95.70216369628906,0
2020-10-05,100.02999877929688,100.04000091552734,99.99500274658203,99.99500274658203,95.69735717773438,10725
2020-10-06,100.01000213623047,100.02999877929688,100.01000213623047,100.02999877929688,95.7308578491211,10080
2020-10-07,99.94999694824219,99.95999908447266,99.91999816894531,99.91999816894531,95.6255874633789,6350
2020-10-08,99.98999786376953,99.99500274658203,99.9717025756836,99.99500274658203,95.69735717773438,650
2020-10-09,99.97000122070312,99.9800033569336,99.94000244140625,99.94000244140625,95.64473724365234,1820
2020-10-12,99.95999908447266,99.97000122070312,99.94000244140625,99.94000244140625,95.64473724365234,5685
2020-10-13,99.97899627685547,99.98999786376953,99.96320343017578,99.96499633789062,95.66866302490234,3635
2020-10-14,100.0,100.0,99.9749984741211,99.9749984741211,95.67823028564453,3985
2020-10-15,100.0,100.0,99.94499969482422,99.94499969482422,95.64950561523438,3312
2020-10-16,99.94999694824219,99.95999908447266,99.92500305175781,99.92500305175781,95.63037872314453,2135
2020-10-19,99.91000366210938,99.91999816894531,99.88999938964844,99.88999938964844,95.59687805175781,126687
2020-10-20,99.84709930419922,99.84709930419922,99.84709930419922,99.84709930419922,95.55582427978516,29
2020-10-21,99.83999633789062,99.83999633789062,99.82430267333984,99.82430267333984,95.53401184082031,320
2020-10-22,99.77999877929688,99.77999877929688,99.75,99.75,95.462890625,5600
2020-10-23,99.80999755859375,99.80999755859375,99.79000091552734,99.79000091552734,95.50117492675781,4617
2020-10-26,99.88999938964844,99.88999938964844,99.86000061035156,99.86000061035156,95.56817626953125,3900
2020-10-27,99.93000030517578,99.93000030517578,99.91500091552734,99.91500091552734,95.62080383300781,710
2020-10-28,99.91000366210938,99.91000366210938,99.88500213623047,99.88500213623047,95.59210205078125,704
2020-10-29,99.81999969482422,99.81999969482422,99.7699966430664,99.7699966430664,95.48204803466797,830
2020-10-30,99.69989776611328,99.69989776611328,99.69989776611328,99.69989776611328,95.41494750976562,29
2020-11-02,99.70240020751953,99.70240020751953,99.70240020751953,99.70240020751953,95.41734313964844,1
2020-11-03,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,95.38155364990234,1
2020-11-04,99.95999908447266,99.9800033569336,99.95899963378906,99.97480010986328,95.67804718017578,2561
2020-11-05,99.99870300292969,99.99870300292969,99.99870300292969,99.99870300292969,95.70091247558594,1
2020-11-06,99.88999938964844,99.94000244140625,99.88999938964844,99.90480041503906,95.61104583740234,1001
2020-11-09,99.70999908447266,99.74629974365234,99.70099639892578,99.74629974365234,95.4593505859375,4126
2020-11-10,99.68900299072266,99.68900299072266,99.63999938964844,99.63999938964844,95.35763549804688,100
2020-11-11,99.66899871826172,99.66999816894531,99.6552963256836,99.6552963256836,95.37226104736328,1004
2020-11-12,99.78900146484375,99.79000091552734,99.77410125732422,99.77410125732422,95.48596954345703,4256
2020-11-13,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,95.48260498046875,1
2020-11-16,99.79900360107422,99.80000305175781,99.7699966430664,99.7699966430664,95.48204803466797,876
2020-11-17,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,95.5586166381836,1
2020-11-18,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,95.5586166381836,1
2020-11-19,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,95.59687805175781,1
2020-11-20,99.91000366210938,99.94000244140625,99.91000366210938,99.91500091552734,95.62080383300781,4981
2020-11-23,99.89900207519531,99.9000015258789,99.88500213623047,99.88500213623047,95.59210205078125,553
2020-11-24,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,95.59210205078125,1
2020-11-25,99.95999908447266,99.95999908447266,99.91000366210938,99.91000366210938,95.61602020263672,701
2020-11-27,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,95.69257354736328,1
2020-11-30,100.06999969482422,100.06999969482422,100.04499816894531,100.04499816894531,95.74520874023438,2066
2020-12-01,99.87999725341797,99.91899871826172,99.87999725341797,99.90059661865234,95.6070327758789,1100
2020-12-02,99.875,99.875,99.875,99.875,95.58251953125,1
2020-12-03,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,95.67823028564453,1
2020-12-04,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,95.56893157958984,1
2020-12-07,99.9800033569336,99.9800033569336,99.95500183105469,99.95500183105469,95.65908813476562,1800
2020-12-08,100.00900268554688,100.00900268554688,99.97000122070312,99.97000122070312,95.67344665527344,1303
2020-12-09,99.86000061035156,99.86000061035156,99.84500122070312,99.8550033569336,95.56338500976562,1650
2020-12-10,99.91000366210938,99.94999694824219,99.9031982421875,99.93000030517578,95.63516998291016,3907
2020-12-11,100.01609802246094,100.01609802246094,100.01609802246094,100.01609802246094,95.71756744384766,33
2020-12-14,100.01899719238281,100.0199966430664,99.99500274658203,99.99500274658203,95.69735717773438,425
2020-12-15,100.01000213623047,100.01000213623047,100.00499725341797,100.00499725341797,95.7069320678711,1351
2020-12-16,100.00499725341797,100.00499725341797,100.00499725341797,100.00499725341797,95.7069320678711,39
2020-12-17,100.08999633789062,100.08999633789062,99.99500274658203,99.99500274658203,95.69735717773438,1218
2020-12-18,100.0000991821289,100.0000991821289,99.98500061035156,99.98500061035156,95.68778991699219,1000
2020-12-21,99.98899841308594,99.98999786376953,99.96009826660156,99.96009826660156,95.66395568847656,2345
2020-12-22,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,95.7308578491211,10
2020-12-23,99.98999786376953,100.0,99.98999786376953,99.99009704589844,95.69267272949219,1414
